Cliente [cód];Venda anual;Últim venda;Família
INSTALADORA ELETRICA MERCURIO LTDA [37883];96;16/11/2020 00:00;IATD
INSTALADORA SAO MARCOS LTDA - MONTENEGRO [25393];3326.12;26/10/2018 00:00;_ASD
INSTALADORA SAO MARCOS LTDA - MONTENEGRO [25393];7200;06/07/2017 00:00;AUTO
INSTALADORA SAO MARCOS LTDA - MONTENEGRO [25393];26192.8;04/04/2022 00:00;IATD
INSTALADORA SAO MARCOS LTDA - MONTENEGRO [25393];1145.55;27/11/2023 00:00;TEFL
INSTALARE ELETROMONTAGENS LTDA [59374];56.1;11/03/2021 00:00;_ASD
INSTALARE ELETROMONTAGENS LTDA [59374];24.560.000.000.000.000;09/01/2023 00:00;ELET
INSTALARE ELETROMONTAGENS LTDA [59374];118.2;03/03/2021 00:00;IATD
INSTALE INST DE EQU CONTRA INC LTDA [65001];100;05/03/2024 00:00;IATD
INSTALLPREV COMERCIO E MANUTENCAO LTDA [66609];2960;24/02/2025 00:00;SATW
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];32.79;31/03/2016 00:00;_CFM
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];47.07;25/09/2014 00:00;_OUT
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];200.91;08/09/2022 00:00;AUTO
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];26.7;16/11/2022 00:00;ELET
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];3.768.925.000.000.000;02/09/2025 00:00;IATD
INSTALLSIGNS ELEMENTOS DE COMUN VISUAL EIREL - ME [33994];73.43;18/03/2022 00:00;REFL
INSTALWATT INSTALACOES ELETRICAS LTDA [65397];388.62;27/03/2025 00:00;_OUT
INSTALWATT INSTALACOES ELETRICAS LTDA [65397];188.7;27/03/2025 00:00;IATD
INSTATEC INDUSTRIA METALURGICA LTDA - EPP [42446];41.3;14/11/2014 00:00;IATD
INSTEL INSTRUMENTOS ELETRONICOS LTDA [30219];56;26/07/2017 00:00;IATD
INSTEL INSTRUMENTOS ELETRONICOS LTDA [30219];11;26/07/2017 00:00;PSeI
INSTITUICAO ADVENTISTA SUL-RIO-GRAND DE EDUC [58479];78.7;25/03/2022 00:00;IATD
INSTITUICAO ADVENTISTA SUL-RIO-GRANDENSE DE EDUCAC [36141];99.5;22/03/2013 00:00;IATD
INSTITUICAO BENEFICENTE CORONEL MASSOT [33648];47.729.999.999.999.900;26/07/2022 00:00;_ASD
INSTITUICAO BENEFICENTE CORONEL MASSOT [33648];50;28/10/2019 00:00;_OUT
INSTITUICAO BENEFICENTE CORONEL MASSOT [33648];83.52;09/07/2021 00:00;IATD
INSTITUICAO EDUCACIONAL SAO JUDAS TADEU [37112];222.5;23/03/2015 00:00;IATD
INSTITUICAO EDUCACIONAL SAO JUDAS TADEU [37112];2670;14/08/2013 00:00;out/02
INSTITUICAO EDUCACIONAL SAO JUDAS TADEU [37112];411.3;23/03/2015 00:00;SATW
INSTITUTO BRASIL DE TEC DO COURO CAL E ARTEF IBTEC [49535];42;12/08/2019 00:00;IATD
INSTITUTO CULTURAL QUATTRO [62354];28.434.000.000.000.000;28/09/2022 00:00;IATD
INSTITUTO DE ARQUITETOS DO BRASIL DEPTO R G SUL [52102];50;17/04/2018 00:00;_OUT
INSTITUTO DE PREV DOS SERV PUBLICOS MUNI CAC [54623];50;02/05/2019 00:00;_OUT
INSTITUTO GERAL DE PERICIAS [59989];340;30/06/2021 00:00;FECH
INSTITUTO MARIA SCHMITT DE DESENV DE ENSI [63846];138;10/07/2023 00:00;IATD
INSTITUTO MUSEU VARIG [62819];355.68;05/12/2022 00:00;_OUT
INSTITUTO POBRES SERVOS DA DIVINA PROVIDENCIA [55261];238;31/07/2019 00:00;SATW
INSTITUTO RELIGIOSO BARBARA MAIX-IRBM [48922];55;20/01/2017 00:00;_OUT
INSTITUTO RELIGIOSO BARBARA MAIX-IRBM [48922];10;20/01/2017 00:00;IATD
INSTITUTO RELIGIOSO BARBARA MAIX-IRBM [48922];13;20/01/2017 00:00;PSeI
INSTITUTO RENATO BORGHETTI DE CULTURA E MUSICA IRB [61318];6.56;11/03/2022 00:00;ELET
INSTITUTO RENATO BORGHETTI DE CULTURA E MUSICA IRB [61318];296.07;01/04/2022 00:00;IATD
INSTITUTO RENATO BORGHETTI DE CULTURA E MUSICA IRB [61318];357;01/04/2022 00:00;PLXT
INSTITUTO SIERRA DE PROT AO MEIO AMB E PEQ ANIMAIS [40337];504.4;13/07/2015 00:00;TAPT
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];200;17/12/2014 00:00;
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];25;13/10/2016 00:00;_EPI
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];187.66;23/02/2024 00:00;_OUT
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];1;20/10/2020 00:00;_PVC
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];2320;28/04/2022 00:00;ELET
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];52.825.020.000.000.000;03/06/2024 00:00;IATD
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];9;17/11/2014 00:00;PELI
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];8343.5;27/03/2024 00:00;PSeI
INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA [34388];200;25/06/2021 00:00;TAPT
INSTRUMENTOS PARA LABORATORIOS T R LTDA M E - EPP [46448];150;18/01/2021 00:00;_ASD
INSTRUMENTOS PARA LABORATORIOS T R LTDA M E - EPP [46448];980;17/07/2025 00:00;IATD
INSUI COMERCIO E INDUSTRIA LTDA [55339];4395.8;03/09/2025 00:00;IATD
INT6 TECNOLOGIA LTDA [61419];1;25/03/2022 00:00;_ABR
INT6 TECNOLOGIA LTDA [61419];90;20/05/2022 00:00;_OUT
INT6 TECNOLOGIA LTDA [61419];19.2;25/03/2022 00:00;_PVC
INTEGRAL IND. SERIGRAFIA E SIGNS LTDA. [27816];64.5;28/04/2014 00:00;PSeI
INTEGRAL SISTEMAS ELETRONICOS LTDA [64668];6190.41;28/08/2025 00:00;_OUT
INTEGRAL SISTEMAS ELETRONICOS LTDA [64668];232.5;29/05/2024 00:00;PSeI
INTERATIVA CONSTRUCOES LTDA [67480];570;25/08/2025 00:00;IATD
INTERMETRO LOCACOES SERVS POAH LTDA [46109];76.3;23/03/2023 00:00;IATD
INTERMETRO LOCACOES SERVS POAH LTDA [46109];775.8;23/03/2023 00:00;SIKA
INTERMOBILI INDUSTRIA E COMERCIO LTDA - ME [28052];210;14/02/2013 00:00;IATD
INTERNATIONAL IND AUTOMOTIVA DA AMERICA DO SUL LTD [40498];296.5;18/06/2013 00:00;
INTERNATIONAL IND AUTOMOTIVA DA AMERICA DO SUL LTD [40498];360;26/03/2013 00:00;_ASD
INTERNATIONAL IND AUTOMOTIVA DA AMERICA DO SUL LTD [40498];79.484.400.000.000.000;24/09/2013 00:00;ELET
INTERNATIONAL IND AUTOMOTIVA DA AMERICA DO SUL LTD [40498];15218.5;24/09/2013 00:00;FECH
INTERNATIONAL IND AUTOMOTIVA DA AMERICA DO SUL LTD [40498];1119;02/07/2015 00:00;IATD
INTERNATIONAL IND.AUTOM.DA AMERICA DO SUL -CANOAS [27529];2890.6;13/08/2015 00:00;_OUT
INTERNATIONAL IND.AUTOM.DA AMERICA DO SUL -CANOAS [27529];721.62;15/08/2014 00:00;ELET
INTERNATIONAL IND.AUTOM.DA AMERICA DO SUL -CANOAS [27529];18.568.999.999.999.900;22/04/2015 00:00;FECH
INTERNATIONAL IND.AUTOM.DA AMERICA DO SUL -CANOAS [27529];2283.01;22/04/2015 00:00;IATD
INTERNATIONAL IND.AUTOM.DA AMERICA DO SUL -CANOAS [27529];20.789.999.999.999.900;28/10/2015 00:00;REFL
INTERSUL EQUIPAMENTOS E SERVIOS HOSPITALARES LTDA [49303];39.96;24/03/2017 00:00;ELET
INVENTIVA IND E INOVACAO EM PROD COSMET LTDA ME [32804];50;14/12/2015 00:00;_OUT
INVENTIVA IND E INOVACAO EM PROD COSMET LTDA ME [32804];41.980.000.000.000.000;31/08/2016 00:00;_PVC
INVENTIVA IND E INOVACAO EM PROD COSMET LTDA ME [32804];81.48;08/04/2015 00:00;IATD
INVENTIVA IND E INOVACAO EM PROD COSMET LTDA ME [32804];165;19/02/2018 00:00;PSeI
INVENTIVA IND E INOVACAO EM PROD COSMET LTDA ME [32804];50;08/04/2015 00:00;TAPT
INVERSORES SUL COM LTDA [50698];267;25/05/2023 00:00;_OUT
INVERSORES SUL COM LTDA [50698];666.4;25/05/2023 00:00;PSeI
INVERT MIND COMUNICACAO VISUAL LTDA [28886];14.8;30/07/2013 00:00;_ASD
INVERT MIND COMUNICACAO VISUAL LTDA [28886];60;22/08/2014 00:00;_OUT
INVERT MIND COMUNICACAO VISUAL LTDA [28886];111;12/09/2013 00:00;FTAQ
INVERT MIND COMUNICACAO VISUAL LTDA [28886];48;29/11/2017 00:00;IATD
INVERT MIND COMUNICACAO VISUAL LTDA [28886];338.35;08/11/2017 00:00;PSeI
INVERT MIND COMUNICACAO VISUAL LTDA [28886];93;13/03/2013 00:00;TEFL
INVESP INDUSTRIA E COMERCIO DE VEICULOS ESPECIAIS  [65220];21.232.799.999.999.900;01/07/2025 00:00;SIKA
INVESTPREV SEGURADORA S.A. [42348];50;08/12/2016 00:00;_OUT
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];7.5;12/05/2014 00:00;_ASD
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];22;12/05/2014 00:00;_CFM
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];97.38;23/05/2013 00:00;_OUT
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];5;14/06/2013 00:00;AUTO
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];12.32;14/06/2013 00:00;ELET
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];26.25;06/02/2014 00:00;IATD
INVESTPREV SEGUROS E PREVIDENCIA S.A [32412];9.9;14/06/2013 00:00;PR3M
IODONTEC IND E COM DE PROD ODONTOLOGICOS LTDA [36462];7;19/09/2014 00:00;_ASD
IODONTEC IND E COM DE PROD ODONTOLOGICOS LTDA [36462];171;29/01/2024 00:00;_OUT
IODONTEC IND E COM DE PROD ODONTOLOGICOS LTDA [36462];41;07/08/2024 00:00;IATD
IODONTEC IND E COM DE PROD ODONTOLOGICOS LTDA [36462];134.38;29/01/2024 00:00;PSeI
IODONTEC IND E COM DE PROD ODONTOLOGICOS LTDA [36462];75.8;01/02/2023 00:00;TEFL
IPA INDUSTRIA DE PRODUTOS AUTOMOTIVOS RGS LTDA [38031];2548;05/11/2019 00:00;IATD
IPA INDUSTRIA DE PRODUTOS AUTOMOTIVOS RGS LTDA [38031];271.2;23/09/2013 00:00;PSeI
IPB ENGENHARIA LTDA [62533];2236.8;16/06/2025 00:00;SATW
IPGS CONSULT EM PESQ ENS E GESTAO EM SAUDE LTDA ME [49582];30;03/05/2017 00:00;IATD
IPGS CONSULT EM PESQ ENS E GESTAO EM SAUDE LTDA ME [49582];420;13/03/2020 00:00;SATW
IPRESS - IMPRESSAO DIGITAL LTDA   ME [42534];60;26/01/2021 00:00;
IPRESS - IMPRESSAO DIGITAL LTDA   ME [42534];50;21/05/2021 00:00;AUTO
IPRESS - IMPRESSAO DIGITAL LTDA   ME [42534];60;03/10/2024 00:00;IATD
IPRINTI IMPRESSOES DIGITAIS LTDA [47050];26.098.500.000.000.000;04/09/2025 00:00;IATD
IPV7 TECNOLOGIA DA INFORMACAO LTDA  [55219];29.4;25/07/2019 00:00;IATD
IR 5 COMERCIAL DE ALIMENTOS LTDA - ME [39562];901.14;05/10/2023 00:00;IATD
IR 5 COMERCIAL DE ALIMENTOS LTDA - ME [39562];10.368.000.000.000.000;16/07/2021 00:00;PSeI
IRAN SARTORI [51411];27;09/01/2018 00:00;IATD
IRANI MACHADO PEREIRA [36983];18.5;07/06/2013 00:00;IATD
IRENE LUDWIG [49486];10;13/04/2017 00:00;IATD
IRIEL IND. E COM. DE SISTEMAS ELETRICOS LTDA. [28242];1.94;30/06/2016 00:00;IATD
IRIEL IND. E COM. DE SISTEMAS ELETRICOS LTDA. [28242];5374.96;21/09/2018 00:00;MANU
IRIEL IND. E COM. DE SISTEMAS ELETRICOS LTDA. [28242];4330.8;07/10/2015 00:00;PSeI
IRIEL IND. E COM. DE SISTEMAS ELETRICOS LTDA. [28242];1118.79;25/04/2013 00:00;TAPT
IRINEU ANSELMO ORIQUES [45744];772.8;20/11/2015 00:00;SATW
IRINEU ELIAS GOMES DE ALMEIDA [66358];94;29/11/2024 00:00;IATD
IRMANDADE DA SANTA CASA DE MISERIC DE PORTO ALEGRE [42843];18;26/02/2019 00:00;_ASD
IRMANDADE DA SANTA CASA DE MISERIC DE PORTO ALEGRE [42843];2410.6;27/06/2016 00:00;ELET
IRMANDADE DA SANTA CASA DE MISERIC DE PORTO ALEGRE [42843];448;21/12/2017 00:00;IATD
IRMANDADE DA SANTA CASA DE MISERIC DE PORTO ALEGRE [42843];2890;21/12/2017 00:00;SATW
IRMANDADE DA SANTA CASA DE MISERIC DE PORTO ALEGRE [42843];345;23/03/2018 00:00;TEFL
IRMAOS FUHR LTDA - EPP [45286];3825.09;27/08/2025 00:00;FTAQ
IRMAOS FUHR LTDA - EPP [45286];133;04/08/2025 00:00;PSeI
IRMAOS HAGA LTDA [55352];310.4;23/08/2019 00:00;PSeI
IRMAOS KUNST CONSTRUCOES LTDA - CONSTRUARTE [33452];17.558.129.999.999.900;17/05/2023 00:00;IATD
IRMAOS SANCHIS E CIA LTDA [31582];1296.84;11/10/2024 00:00;_OUT
IRMAOS SANCHIS E CIA LTDA [31582];1132.26;11/10/2024 00:00;IATD
IRMAOS SANCHIS E CIA LTDA [31582];655.49;04/09/2020 00:00;PAPE
IRMAOS SANCHIS E CIA LTDA [31582];9.705.100.000.000.000;11/10/2024 00:00;PSeI
IROA DE OLIVEIRA [45975];55;16/12/2015 00:00;_ASD
IROA DE OLIVEIRA [45975];41.46;27/01/2017 00:00;IATD
IROA DE OLIVEIRA [45975];59;27/01/2017 00:00;PR3M
IRON MOUNTAIN DO BRASIL LTDA [42166];373.8;20/10/2014 00:00;IATD
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];1575.3;17/05/2016 00:00;_ASD
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];501;17/05/2016 00:00;_OUT
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];40;31/10/2016 00:00;ELET
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];957.3;18/03/2016 00:00;IATD
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];1835.1;04/11/2014 00:00;PAPE
IRWIN INDUSTRIAL TOOL FERRAMENTAS DO BRASIL LTDA [31851];25872;27/09/2016 00:00;PSeI
ISAAC ZACARIAS PEREIRA [34367];55;20/11/2019 00:00;_ASD
ISAAC ZACARIAS PEREIRA [34367];47.07;02/10/2014 00:00;_OUT
ISAAC ZACARIAS PEREIRA [34367];175.56;20/11/2019 00:00;PAPE
ISABEL CRISTINA TEIXEIRA DUTRA [43428];15;12/03/2015 00:00;PSeI
ISABELA DE LIMA MELO [60303];178;25/08/2021 00:00;_OUT
ISABELA DE LIMA MELO [60303];6.342.879.999.999.990;13/10/2022 00:00;IATD
ISABELA DE LIMA MELO [60303];1119.04;13/10/2022 00:00;PSeI
ISAIAS CZELUSNIAKI FERNANDES [43987];50;12/05/2015 00:00;_OUT
ISAIAS RODRIGUES MATOS [63623];8;29/05/2023 00:00;REFL
ISAIAS SILVA DA SILVA [52437];81;29/11/2018 00:00;_ASD
ISAIAS SILVA DA SILVA [52437];500;17/04/2019 00:00;_OUT
ISAIAS SILVA DA SILVA [52437];104.88;17/04/2019 00:00;ELET
ISAIAS SILVA DA SILVA [52437];36.344.000.000.000.000;17/04/2019 00:00;IATD
ISAIAS SILVA DA SILVA [52437];23.900.000.000.000.000;18/02/2019 00:00;PSeI
ISAIAS SILVA DA SILVA PJ [55112];25;30/08/2019 00:00;_ASD
ISAIAS SILVA DA SILVA PJ [55112];56.66;16/11/2020 00:00;_OUT
ISAIAS SILVA DA SILVA PJ [55112];137;14/09/2021 00:00;ELET
ISAIAS SILVA DA SILVA PJ [55112];119.15;14/09/2021 00:00;IATD
ISAIAS SILVA DA SILVA PJ [55112];6;11/07/2019 00:00;PSeI
ISAIAS ZACHER DE MOURA  [66209];10;01/11/2024 00:00;IATD
ISAMU TRANSPORTES LTDA - ME [49854];447;20/10/2017 00:00;IATD
ISAQUE DA COSTA [59907];785.86;20/08/2025 00:00;IATD
ISAQUE STEFFENS [50201];328.9;02/08/2017 00:00;AUTO
ISB INDUSTRIA E COMERCIO LTDA [30651];132;08/03/2013 00:00;_OUT
ISDRACENTER ADMINISTRACAO E PARTICIPACOES LTDA [40124];190;03/06/2014 00:00;IATD
ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA [40304];26;16/04/2014 00:00;ELET
ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA [40304];154;16/04/2014 00:00;IATD
ISDRALIT INDUSTRIA E COMERCIO LTDA - GRUPO ISDRA [40304];28;16/04/2014 00:00;PSeI
ISDRALIT INDUSTRIAL DO RIO GRANDE DO SUL - ME [45798];567.32;27/11/2015 00:00;_ASD
ISIS DE SOUZA [66265];12.671.100.000.000.000;11/12/2024 00:00;IATD
ISLA SEMENTES LTDA [27677];1976.1;27/10/2023 00:00;_OUT
ISLA SEMENTES LTDA [27677];3027;10/04/2025 00:00;IATD
ISLA SEMENTES LTDA [27677];26.25;22/04/2014 00:00;PSeI
ISLA SEMENTES LTDA [27677];1104;19/09/2023 00:00;SATW
ISMA COMUNICACAO VISUAL LTDA. [65049];11;20/08/2024 00:00;_ASD
ISMA COMUNICACAO VISUAL LTDA. [65049];1201;02/10/2024 00:00;_OUT
ISMA COMUNICACAO VISUAL LTDA. [65049];41.03;03/09/2024 00:00;IATD
ISMA COMUNICACAO VISUAL LTDA. [65049];219.64;15/03/2024 00:00;PAPE
ISMA COMUNICACAO VISUAL LTDA. [65049];491.4;17/09/2024 00:00;PSeI
ISMAEL ANTONIO BRITZ [49296];115;17/03/2017 00:00;IATD
ISMAEL FOGACA DA SILVA ESQUADRIAS  [66593];614.85;23/04/2025 00:00;_OUT
ISMAEL FOGACA DA SILVA ESQUADRIAS  [66593];7.055.999.999.999.990;10/02/2025 00:00;IATD
ISMAEL MARTINS PADILHA [60886];149;03/12/2021 00:00;IATD
ISMAEL PIAZZA MACHADO [46773];46.68;06/04/2016 00:00;
ISMAEL PIAZZA MACHADO [46773];113.19;26/03/2024 00:00;_ASD
ISMAEL PIAZZA MACHADO [46773];23.81;09/01/2024 00:00;ELET
ISMAEL PIAZZA MACHADO [46773];112;07/10/2022 00:00;IATD
ISMAEL PIAZZA MACHADO [46773];10;26/03/2024 00:00;SIKA
ISMAEL POSTIGLIANI [45341];237;02/10/2015 00:00;_ASD
ISMAEL POSTIGLIANI [45341];17.5;02/10/2015 00:00;_EPI
ISMAEL POSTIGLIANI [45341];10.95;02/10/2015 00:00;ELET
ISO COMERCIO DE FERRAGENS LTDA [58536];667.5;31/07/2025 00:00;IATD
ISO COMERCIO DE FERRAGENS LTDA [58536];2505;29/04/2021 00:00;PAPE
ISO COMERCIO DE FERRAGENS LTDA [58536];187;03/07/2024 00:00;SATW
ISOCELL COMERCIO DE INSTRUMENTACAO LTDA [65417];147.35;04/06/2024 00:00;_OUT
ISOCELL COMERCIO DE INSTRUMENTACAO LTDA [65417];468.45;04/06/2024 00:00;FTAQ
ISOCELL COMERCIO DE INSTRUMENTACAO LTDA [65417];1;04/06/2024 00:00;PSeI
ISRAEL DA SILVA ALVES [61849];11.5;24/06/2022 00:00;_PVC
ISRAEL DA SILVA ALVES [61849];8.3;24/06/2022 00:00;SIKA
ISRAEL DA SILVA JARDIM [54581];28.570.000.000.000.000;25/04/2019 00:00;FTAQ
ISRAEL DA SILVA JARDIM [54581];45.9;24/04/2019 00:00;IATD
ISRAEL LEAES FONTOURA DA SILVA [46094];480;26/10/2020 00:00;
ISRAEL LEAES FONTOURA DA SILVA [46094];29.96;15/10/2024 00:00;_ASD
ISRAEL LEAES FONTOURA DA SILVA [46094];14;12/12/2019 00:00;_EVA
ISRAEL LEAES FONTOURA DA SILVA [46094];9.9;09/05/2023 00:00;_PVC
ISRAEL LEAES FONTOURA DA SILVA [46094];4.201.500.000.000.000;10/09/2025 00:00;IATD
ISRAEL LEAES FONTOURA DA SILVA [46094];3.5;16/01/2023 00:00;PSeI
ISRAEL LEAES FONTOURA DA SILVA [46094];48.66;28/11/2022 00:00;SIKA
ISRAEL MENDES [39090];84.06;12/12/2013 00:00;_OUT
ISRAEL MENDES [39090];8.64;12/12/2013 00:00;PSeI
IST INVESTIMENTOS E PARTICIPACOES S/A [60893];49.76;02/12/2021 00:00;ELET
ITACIR JOSE CORSO 28189809091 [34496];5;01/04/2014 00:00;_EPI
ITACIR JOSE CORSO 28189809091 [34496];107;10/05/2016 00:00;IATD
ITACIR JOSE CORSO 28189809091 [34496];22.8;20/07/2016 00:00;PSeI
ITAIPU AUTO PEÇAS LTDA [27836];3550;16/07/2025 00:00;_PVC
ITAIPU AUTO PEÇAS LTDA [27836];46;10/03/2017 00:00;ELET
ITALIANA QUIMICA LTDA [60220];87.15;30/07/2021 00:00;PSeI
ITALO RODRIGUES SABINO [48556];26;21/11/2016 00:00;IATD
ITAMAR FINK [55984];1416;28/06/2024 00:00;_IMP
ITAMAR FINK [55984];677.7;09/05/2025 00:00;ELET
ITAMAR FINK [55984];3974.85;30/06/2025 00:00;IATD
ITAMAR FINK [55984];4868;30/06/2025 00:00;PSeI
ITAMAR LUIZ HUBNER [45529];147;26/10/2015 00:00;IATD
ITAMAR PEREIRA DA SILVA [48665];22;11/11/2020 00:00;_ASD
ITAMAR PEREIRA DA SILVA [48665];18;11/11/2020 00:00;IATD
ITAMAR VARGAS BIANCHESSI [37141];27;21/06/2013 00:00;PSeI
ITAMAR VOLEK - ME [46121];144.6;12/09/2018 00:00;IATD
ITAMAR VOLEK [49877];204;15/06/2018 00:00;AUTO
ITAMAR VOLEK [49877];79.2;11/04/2024 00:00;IATD
ITECE IND E COM DE EQUIPAMENTOS AGRIC LTDA [52579];11.578.142.999.999.900;10/09/2025 00:00;_ASD
ITECE IND E COM DE EQUIPAMENTOS AGRIC LTDA [52579];9061.8;12/02/2025 00:00;_EPI
ITECE IND E COM DE EQUIPAMENTOS AGRIC LTDA [52579];1555.2;11/09/2019 00:00;IATD
ITIANE RODRIGUES DA ROSA [66956];69;25/04/2025 00:00;_OUT
ITIANE RODRIGUES DA ROSA [66956];9;25/04/2025 00:00;PSeI
ITM S/A INDUSTRIA DE TECNOLOGIAS MEDICAS - EDLO [25396];20;13/03/2015 00:00;
ITM S/A INDUSTRIA DE TECNOLOGIAS MEDICAS - EDLO [25396];10;23/08/2023 00:00;_ABR
ITM S/A INDUSTRIA DE TECNOLOGIAS MEDICAS - EDLO [25396];20644.4;28/08/2025 00:00;_ASD
ITM S/A INDUSTRIA DE TECNOLOGIAS MEDICAS - EDLO [25396];2949.65;28/08/2025 00:00;IATD
ITM S/A INDUSTRIA DE TECNOLOGIAS MEDICAS - EDLO [25396];311.8;18/09/2023 00:00;PSeI
IUBERI MARINHO NUNES [40657];14;22/05/2014 00:00;IATD
IURI DATAN MENEZES DOS SANTOS [64750];17.2;10/01/2024 00:00;REFL
IURI RANIERI MACIEL SEVERO  [66745];8.751.099.999.999.990;03/07/2025 00:00;IATD
IV IMAGEM DIGITAL LTDA [52398];7752.24;09/03/2022 00:00;IATD
IV IMAGEM DIGITAL LTDA [52398];400.32;05/06/2018 00:00;PSeI
IVALDO DE ASSIS SOUZA DE MATTOS [51696];93.7;15/02/2018 00:00;IATD
IVAN BRASIL DE ARAUJO COSTA [53476];39.33;27/06/2019 00:00;IATD
IVAN BRASIL DE ARAUJO COSTA [53476];29;19/03/2024 00:00;PSeI
IVAN BRASIL DE ARAUJO COSTA [53476];39.96;09/11/2018 00:00;REFL
IVAN CARLOS SOCHACKI [43643];333.49;11/08/2015 00:00;FTAQ
IVAN DA SILVA DE OLIVEIRA [52742];93;27/07/2018 00:00;IATD
IVAN EIDT [65304];22.2;13/05/2024 00:00;IATD
IVAN EIDT [65304];231.53;13/05/2024 00:00;PAPE
IVAN EVALDT SCHARDOSIM [50439];240;04/09/2017 00:00;_ASD
IVAN PACHECO VIERO [50683];5.5;03/10/2017 00:00;PSeI
IVAN PAULO BRAGE [55572];93.7;12/09/2019 00:00;IATD
IVAN PAULO BRAGE [55572];55.3;12/09/2019 00:00;SATW
IVAN PERKOV FILHO [43709];39;09/06/2015 00:00;
IVAN PERKOV FILHO [43709];10;28/03/2025 00:00;_ASD
IVAN PERKOV FILHO [43709];148.4;05/05/2015 00:00;_OUT
IVAN PERKOV FILHO [43709];36.9;28/03/2025 00:00;_PVC
IVAN PERKOV FILHO [43709];13.5;02/05/2019 00:00;ELET
IVAN PERKOV FILHO [43709];56.769.999.999.999.900;02/05/2019 00:00;IATD
IVAN PERKOV FILHO [43709];7.2;01/06/2016 00:00;POLI
IVAN PERKOV FILHO [43709];14.25;02/05/2019 00:00;PSeI
IVAN PERKOV FILHO [43709];149.46;06/04/2023 00:00;REFL
IVAN ROBERTO SCHNEIDER [46695];113;28/03/2016 00:00;AUTO
IVAN ROBERTO SCHNEIDER [46695];43.43;28/03/2016 00:00;IATD
IVAN SPARRENBERGER [54916];42;10/06/2019 00:00;_EPI
IVAN SPARRENBERGER [54916];4.3;08/09/2020 00:00;_EVA
IVAN SPARRENBERGER [54916];8;10/06/2019 00:00;_PVC
IVANA VILA VERDE DA SILVA [41035];47.07;03/07/2014 00:00;_OUT
IVANA VILA VERDE DA SILVA [41035];5.2;03/07/2014 00:00;PSeI
IVANDRO PONATH [53423];147.2;01/11/2018 00:00;IATD
IVANDRO SCUSSIATTO [59093];47;13/01/2021 00:00;IATD
IVANETE AVRELLA WINGERT - ESTOFARIA CELENIUM [28695];305.4;06/06/2019 00:00;_ABR
IVANETE AVRELLA WINGERT - ESTOFARIA CELENIUM [28695];60;06/07/2018 00:00;_ASD
IVANETE AVRELLA WINGERT - ESTOFARIA CELENIUM [28695];3;09/12/2016 00:00;IATD
IVANETE AVRELLA WINGERT - ESTOFARIA CELENIUM [28695];50;11/04/2014 00:00;PSeI
IVANETE LOPES FERREIRA [51258];65.64;20/08/2020 00:00;IATD
IVANIR DEMENECE [52827];22.01;09/08/2018 00:00;PSeI
IVAR REZENDES - ME [43262];6;10/08/2015 00:00;FELT
IVAR REZENDES - ME [43262];52;24/02/2015 00:00;IATD
IVERALDO SILVA GOMES [36363];48.69;15/04/2013 00:00;_OUT
IVERALDO SILVA GOMES [36363];69.28;16/06/2015 00:00;IATD
IVERALDO SILVA GOMES [36363];105.37;15/04/2013 00:00;PAPE
IVETE CORSO SELAU & CIA LTDA - ME [42817];342;14/01/2015 00:00;IATD
IVETE MACHADO DA COSTA [42797];23.307.999.999.999.900;22/01/2015 00:00;_ASD
IVETE MACHADO DA COSTA [42797];8.2;05/01/2015 00:00;IATD
IVETE MAZZALI STELMASZCZYK [45190];15.879.999.999.999.900;18/09/2015 00:00;_ASD
